Id	Prompt	Wavfile	RecResult
3970	Sag: Ich möchte am Freitagmorgen abreisen	3970.wav	i want to leave on friday morning
3971	Sag: Ich heisse Silvia	3971.wav	my name  ***  silvia
3972	Sag: Ich bin aus England	3972.wav	***  i'm from england
3973	Frag: 6 Tickets nach London	3973.wav	i need six tickets to london
3974	Sag: Ich möchte am Freitagabend abreisen	3974.wav	i want to leave on friday night
3975	Sag: Ich heisse Stephanie	3975.wav	my name is the room  
3976	Sag: Ich bin aus Deutschland	3976.wav	***  i'm from germany
3977	Frag: 2 Tickets nach London	3977.wav	i need two tickets to london
3978	Sag: Ich möchte um 8 Uhr morgen abreisen	3978.wav	i want to leave at eight o'clock tomorrow
3979	Frag: Wie viel kostet es?	3979.wav	***   ***   a ticket
3980	Frag: billigeres Ticket	3980.wav	i want a   cheap ticket
3981	Sag: Das ist okay	3981.wav	this is okay
3982	Sag: Ich heisse Paul	3982.wav	my name is paul
3983	Sag: Ich bin aus Australien	3983.wav	***  i'm from australia
3986	Sag: Ich habe keine Reservation	3986.wav	no i don't no i do not have a reservation
3987	Frag: Zimmer für 6 Nächte	3987.wav	a room for six nights
3988	Frag: Doppelzimmer	3988.wav	a double room
3989	Frag: Doppelzimmer	3989.wav	i would like a double room
3991	Frag: Gibt es einen Lift?	3991.wav	is there a lift
3992	Frag: 2 Musical-Tickets	3992.wav	i need two musical tickets
3993	Frag: 2 Tickets für Sonntagabend	3993.wav	i need two tickets for sunday night
3995	Sag: Ich möchte in der fünften Reihe sitzen	3995.wav	i would like to sit in the fifth row
3996	Frag: Tickets für das Science Museum	3996.wav	i need tickets for the science museum
3997	Frag: 1 Ticket	3997.wav	i need want tickets
3998	Frag: 2 Musical-Tickets	3998.wav	i need two musical ticket
3999	Frag: 2 Tickets für heute Abend	3999.wav	i need two tickets for tonight
4000	Frag: 2 Tickets für Mamma Mia	4000.wav	i need two tickets for mamma mia
4001	Frag: Ticket für dieses Musical	4001.wav	i need    ***    ticket ticket for this musical
4002	Frag: Ticket für dieses Musical	4002.wav	i need a ticket for this musical
4003	Sag: Ich möchte hinten sitzen	4003.wav	i want to sit in the back
4004	Frag: Tickets für das British Museum	4004.wav	i need tickets for the british museum
4005	Frag: 3 Tickets	4005.wav	i need three tickets
4006	Frag: Zimmer für 5 Nächte	4006.wav	i want a room for five nights
4007	Frag: Twinzimmer	4007.wav	i want a double room
4008	Frag: Twinzimmer	4008.wav	a twin room please
4009	Sag: Ich möchte mit Visa bezahlen	4009.wav	can i pay with visa
4010	Sag: Ich möchte mit Euros bezahlen	4010.wav	i would pay with euros
4011	Frag: Gibt es ein Hotelrestaurant?	4011.wav	 i there a hotel restaurant
4012	Frag: Gibt es ein Hotelrestaurant?	4012.wav	is there a hotel restaurant
4014	Sag: Ich habe keine Reservation	4014.wav	i have no reservation
4015	Sag: Ich habe keine Reservation	4015.wav	no i don't no i do not have a reservation
4016	Sag: Ich habe keine Reservation	4016.wav	no i don't have a reservation
4017	Frag: Zimmer für 2 Nächte	4017.wav	a room for two nights
4018	Frag: Suite	4018.wav	i'd like a suite
4019	Sag: Ich möchte mit Visa bezahlen	4019.wav	can i pay with visa
4020	Frag: Gibt es einen Lift?	4020.wav	is there a a lift
4021	Frag: Zimmer für 3 Nächte	4021.wav	a room for three nights
4022	Frag: Junior Suite	4022.wav	i'd like a junior suite
4023	Sag: Ich möchte mit Visa bezahlen	4023.wav	can i pay with visa
4024	Frag: Gibt es einen Lebensmittelladen?	4024.wav	is there a grocery store
4025	Frag: Wo ist der Lebensmittelladen?	4025.wav	where is the grocery store
4026	Frag: Einzelzimmer	4026.wav	i would like a single room
4028	Frag: Gibt es einen Coiffeur?	4028.wav	is there a hairdresser
4029	Frag: Wo ist der Coiffeur?	4029.wav	where is the hairdresser
4030	Frag: Zimmer für 5 Nächte	4030.wav	***   for the room for five nights
4031	Frag: Wo ist der Coiffeur?	4031.wav	where is the hairdresser
4032	Frag: Zimmer für 5 Nächte	4032.wav	a room for five nights
4033	Frag: Twinzimmer	4033.wav	a twin room
4034	Sag: Ich möchte mit Kreditkarte bezahlen	4034.wav	i want to pay with by credit card
4035	Frag: Gibt es einen Coiffeur?	4035.wav	there a   have a hairdresser
4036	Frag: Wo ist der Coiffeur?	4036.wav	where is the hairdresser
4037	Sag: Mein Badezimmer ist dreckig	4037.wav	my bathroom is there a  
4038	Frag: Wo ist der Haarföhn?	4038.wav	where is the hairdresser where with 
4039	Frag: Wo ist der Haarföhn?	4039.wav	where is there a   hair a   hairdryer
4040	Frag: Wo ist der Haarföhn?	4040.wav	where is there a   hairdryer
4041	Frag: Zimmer für 3 Nächte	4041.wav	a room for three nights
4042	Frag: Twinzimmer	4042.wav	a twin room
4043	Sag: Ich möchte mit Mastercard bezahlen	4043.wav	i would like to pay with master card   
4044	Frag: Gibt es eine Hotelbar?	4044.wav	 i do you have a hotel bar
4045	Frag: Wo ist die Hotelbar?	4045.wav	where is the hotel bar
4046	Sag: Mein WC ist dreckig	4046.wav	my toilet is dirty
4047	Sag: Im Zimmer hat es keinen Haarföhn	4047.wav	in the room is
4048	Sag: Im Zimmer hat es keinen Haarföhn	4048.wav	 i don't have not a   ***  hairdryer
4049	Sag: Im Zimmer hat es keinen Haarföhn	4049.wav	in the room isn't a   ***  hairdryer
4050	Frag: Zimmer für 6 Nächte	4050.wav	a room for six nights
4051	Frag: Twinzimmer	4051.wav	a twin room
4052	Frag: ein Ticket zum Trafalgar Square	4052.wav	a ticket to just elder square
4053	Frag: ein Ticket zum Trafalgar Square	4053.wav	a ticket to have elder square
4058	Sag: Ich möchte mit Mastercard bezahlen	4058.wav	can i pay by    ***   mastercard
4061	Frag: ein Ticket zum Trafalgar Square	4061.wav	can i have a ticket to double bar rare 
4062	Sag: Ich möchte mit Visa bezahlen	4062.wav	can i pay with  ***  visa
4063	Sag: Ich möchte mit Pfund bezahlen	4063.wav	can i pay with bar 
4064	Sag: Ich möchte mit Pfund bezahlen	4064.wav	can i pay with euro 
4065	Frag: 3 Musical-Tickets	4065.wav	***  ***   pie three musical tickets
4066	Sag: Ich möchte heute Abend gehen	4066.wav	can i go  ***  this    ***  
4067	Sag: Ich möchte heute Abend gehen	4067.wav	i want  ***  ***   ***   boots 
4068	Sag: Ich möchte heute Abend gehen	4068.wav	***  ***  my room please
4069	Frag: 3 Tickets für das Phantom der Oper	4069.wav	***   ***   ***     ***    ***  ***    ***    i'm from england
4070	Sag: Ich möchte hinten sitzen	4070.wav	***  ***  ***  four nights
4071	Sag: Ich möchte hinten sitzen	4071.wav	i want  ***  ***  ***  ***   ***
4072	Sag: Ich möchte hinten sitzen	4072.wav	***  ***  ***  ***  the   ***
4073	Frag: Tickets für das London Eye	4073.wav	can i have tickets for the rhubarb pie
4075	Frag: 4 Tickets für morgen Abend	4075.wav	i would like four tickets for tomorrow evening
4079	Frag: mein Steak rare	4079.wav	i want steak rare
4080	Frag: mein Steak rare	4080.wav	i want a rare steak
4081	Frag: mein Steak rare	4081.wav	i would like to have a steak rare
4083	Frag: etwas Kartoffelstock	4083.wav	i would like have two have some of dessert mashed potato 
4085	Frag: Ich möchte die Dessertkarte	4085.wav	i would like the dessert card
4087	Frag: weisse Stiefel	4087.wav	 i would like white boots
4088	Frag: weisse Stiefel	4088.wav	i would like white boots
4089	Frag: Grösse 41	4089.wav	forty one
4090	Frag: Grösse 41	4090.wav	forty one
4091	Frag: Jeans	4091.wav	i want some jeans
4092	Frag: Jeans	4092.wav	i would like  ***    a some jeans
4093	Frag: weisse Jeans	4093.wav	i want white jeans
4094	Frag: eine L	4094.wav	they are
4095	Frag: eine L	4095.wav	big
4097	Frag: Wie viel kostet die Jeans?	4097.wav	how much  ***  tuesday jeans pass
4098	Sag: Dies ist zu teuer	4098.wav	no   ***  is too expensive
4099	Frag: Welcher Bus fährt dorthin?	4099.wav	which bus drives there
4100	Sag: Marble Arch ist gegenüber dem Hyde Park	4100.wav	marble arch is  ***   not find the hyde park
4102	Frag: Gibt es einen Lift?	4102.wav	is there a lift
4103	Frag: Wo ist der Lift?	4103.wav	and where is the lift
4104	Frag: Wo ist der Lift?	4104.wav	where is the lift
4105	Frag: Wo ist der Lift?	4105.wav	where is the   ***
4106	Sag: Ich bin aus Deutschland	4106.wav	***  i'm from german
4107	Sag: Ich bin aus Spanien	4107.wav	***  i'm from spain
4108	Sag: Ich möchte um 16 Uhr morgen abreisen	4108.wav	i would like to leave tomorrow at four  ***  ***
4109	Sag: Ich bin aus Australien	4109.wav	i  ***  want three  
4110	Sag: Ich heisse Janet	4110.wav	my name is john
4111	Sag: Ich bin aus Österreich	4111.wav	***  i'm from australia
4112	Sag: Ich heisse Erica	4112.wav	my name is erica
4113	Frag: Wo ist der Coiffeur?	4113.wav	where is the hairdresser
4114	Sag: Ich möchte mit Mastercard bezahlen	4114.wav	i want to buy with    ***   mastercard
4115	Frag: Gibt es einen Lebensmittelladen?	4115.wav	 my for i   am on saturday the supermarket
4116	Frag: Gibt es einen Lebensmittelladen?	4116.wav	is there a room for dessert card
4117	Frag: Gibt es einen Lebensmittelladen?	4117.wav	is there a grocery store
4118	Frag: Wo ist der Lebensmittelladen?	4118.wav	where is there a   grocery store
4119	Frag: Wo ist der Lebensmittelladen?	4119.wav	where is the grocery store
4120	Frag: Wo ist der Lebensmittelladen?	4120.wav	where is the grocery store
4121	Sag: Ich möchte um 12 Uhr morgen abreisen	4121.wav	i want to leave i   have tomorrow uh card tomorrow
4122	Sag: Ich möchte um 12 Uhr morgen abreisen	4122.wav	i would like to leave at twelve o'clock tomorrow
4123	Sag: Ich bin aus Schottland	4123.wav	***  i'm from scotland
4125	Frag: Einzelzimmer	4125.wav	***  single room
4126	Frag: Einzelzimmer	4126.wav	a single room please
4127	Sag: Ich möchte mit Kreditkarte bezahlen	4127.wav	i want to pay with  ***  credit card
4128	Sag: Ich möchte mit Kreditkarte bezahlen	4128.wav	 i would like pay with by credit card
4129	Sag: Ich möchte mit Kreditkarte bezahlen	4129.wav	i would to pay by credit card
4130	Frag: Gibt es eine Hotelbar?	4130.wav	is there a hotel bar
4131	Sag: Ich habe keine Reservation	4131.wav	i don't have a reservation
4132	Frag: Zimmer für 7 Nächte	4132.wav	***  room for seven nights
4133	Frag: Einzelzimmer	4133.wav	a single room
4134	Sag: Ich möchte mit Kreditkarte bezahlen	4134.wav	i would to pay by credit card
4135	Sag: Ich möchte mit Kreditkarte bezahlen	4135.wav	i would to pay pay by credit card
4136	Sag: Ich möchte mit Kreditkarte bezahlen	4136.wav	i would pay by credit card
4137	Frag: Gibt es ein Hotelrestaurant?	4137.wav	is there a hotel restaurant
4138	Frag: Wo ist das Hotelrestaurant?	4138.wav	where is the hotel restaurant
4139	Frag: Zimmer für 3 Nächte	4139.wav	a room for three nights
4140	Frag: Zimmer für 3 Nächte	4140.wav	a room for three nights
4141	Frag: Zimmer für 3 Nächte	4141.wav	a room for three nights
4142	Frag: Einzelzimmer	4142.wav	single room
4143	Frag: Einzelzimmer	4143.wav	a single room
4144	Frag: Einzelzimmer	4144.wav	single room
4145	Sag: Ich möchte mit Visa bezahlen	4145.wav	i want to pay by visa
4146	Sag: Ich möchte mit Visa bezahlen	4146.wav	i would to pay by visa
4147	Sag: Ich möchte mit Dollars bezahlen	4147.wav	i would to pay by dollars
4148	Frag: Gibt es einen Coiffeur?	4148.wav	is there a coiffeur
4149	Frag: Gibt es einen Coiffeur?	4149.wav	is there a hairdresser
4150	Frag: Wo ist der Coiffeur?	4150.wav	where is the hairdresser
4151	Sag: Mein WC ist dreckig	4151.wav	my toilet is dirty
4152	Sag: Im Zimmer hat es kein Shampoo	4152.wav	in the room there's no shampoo
4153	Sag: Im Zimmer hat es kein Shampoo	4153.wav	where is no shampoo in the room
4154	Sag: Im Zimmer hat es kein Shampoo	4154.wav	there is no shampoo in the room
4155	Frag: Wo kann ich ein Shampoo kaufen?	4155.wav	where like to buy a   shampoo
4156	Frag: Wo kann ich ein Shampoo kaufen?	4156.wav	where can i buy shampoo
4157	Frag: 4 Tickets nach London	4157.wav	four tickets to london
4158	Frag: 4 Tickets nach London	4158.wav	four tickets for london
4159	Frag: 4 Tickets nach London	4159.wav	four tickets to london
4161	Sag: Ich habe keine Reservation	4161.wav	i don't have a reservation
4162	Frag: Zimmer für 2 Nächte	4162.wav	is there a   room for two nights
4164	Frag: Doppelzimmer	4164.wav	i would like a double room
4165	Sag: Ich möchte mit Postkarte bezahlen	4165.wav	i would pay with post card
4166	Frag: Gibt es ein Schwimmbad?	4166.wav	***  you have a swimming pool
4167	Frag: Wo ist das Schwimmbad?	4167.wav	where is the swimming pool
4168	Frag: Zimmer für 1 Woche	4168.wav	 ***   ***    ***   i do you a room for one week
4171	Frag: Twinzimmer	4171.wav	twin room
4172	Frag: Twinzimmer	4172.wav	a twin room please
4174	Sag: Ich möchte mit Kreditkarte bezahlen	4174.wav	i   ***  would pay with credit card
4175	Frag: Gibt es einen Lebensmittelladen?	4175.wav	 i need a   supermarket a      gym    
4176	Frag: Gibt es einen Lebensmittelladen?	4176.wav	does it is there a supermarket
4177	Frag: Gibt es einen Lebensmittelladen?	4177.wav	is there a grocery store
4178	Frag: Wo ist der Lebensmittelladen?	4178.wav	where is a   grocery store
4179	Sag: Das WC ist dreckig	4179.wav	 to go is dirty
4180	Sag: Im Zimmer hat es keinen Haarföhn	4180.wav	i   ***   got i could not want a 
4181	Sag: Im Zimmer hat es keinen Haarföhn	4181.wav	i have not   ***  want a hairdryer
4182	Sag: Im Zimmer hat es keinen Haarföhn	4182.wav	i could not find a   hairdryer
4183	Frag: Wo kann ich einen Haarföhn kaufen?	4183.wav	where is the rhubarb there a hairdryer
4184	Frag: Wo kann ich einen Haarföhn kaufen?	4184.wav	where is not a   a hairdryer
4186	Sag: Ich habe keine Reservation	4186.wav	no i     am good
4187	Sag: Ich habe keine Reservation	4187.wav	no i have no reservation
4188	Sag: Ich habe keine Reservation	4188.wav	no i    ***     am a reservation
4189	Frag: Zimmer für 2 Nächte	4189.wav	a room for  ***  tomorrow
4190	Frag: Doppelzimmer	4190.wav	a double room for
4191	Frag: Doppelzimmer	4191.wav	a room for two person
4192	Frag: Doppelzimmer	4192.wav	i would like a double room
4194	Frag: Gibt es ein Hotelrestaurant?	4194.wav	is there a hotel restaurant
4195	Frag: Wo ist das Hotelrestaurant?	4195.wav	where is the hotel restaurant
4196	Frag: ein Ticket nach London	4196.wav	i don't have a ticket to london
4197	Frag: ein Ticket nach London	4197.wav	i would one ticket to
4199	Sag: Ich möchte um 16 Uhr morgen abreisen	4199.wav	i would like to leave tomorrow  ***    a forty is
4200	Sag: Ich heisse Michelle	4200.wav	my name is michelle
4201	Sag: Ich bin aus Kanada	4201.wav	***  i'm from canada
4202	Sag: Ich heisse Andy	4202.wav	 i will my name is   ***
4203	Sag: Ich bin aus Deutschland	4203.wav	***  i'm from germany is rome
4204	Sag: Die Hauptstadt von Deutschland ist Berlin	4204.wav	the    ***    capture my country is there a    suite
4205	Sag: Die Hauptstadt von Deutschland ist Berlin	4205.wav	the capital of germany is berlin
4206	Sag: Ich habe 2 ältere Schwestern	4206.wav	i have a   room for this is the circus
4207	Sag: Ich gehe in die Ferien	4207.wav	i am on holidays
4208	Sag: Dies ist mein Pass	4208.wav	where is my passport
4209	Sag: Mir geht es gut	4209.wav	i  ***  would
4210	Sag: Mir geht es gut	4210.wav	i'm from france
4211	Sag: Ich möchte mit Kreditkarte bezahlen	4211.wav	i want where is the credit card
4212	Sag: Ich möchte mit Kreditkarte bezahlen	4212.wav	i would pay with credit card
4213	Frag: Gibt es ein Fitnessstudio?	4213.wav	there a   a big where is there a  
4214	Frag: Wo ist das Fitnessstudio?	4214.wav	where is the    ***     bill 
4215	Frag: Wo ist das Fitnessstudio?	4215.wav	where is dirty dresser euro 
4216	Sag: Das WC ist dreckig	4216.wav	 i need there a   ticket to buy
4217	Sag: Das WC ist dreckig	4217.wav	where is there a hairdryer
4219	Frag: Zimmer für 3 Nächte	4219.wav	can i have a room for four nights
4220	Frag: Junior Suite	4220.wav	can i have a    ***   hairdryer
4222	Sag: Ich möchte mit Postkarte bezahlen	4222.wav	i like  ***  pay with post card
4223	Frag: Gibt es einen Coiffeur?	4223.wav	is there a      ***    
4224	Frag: Wo ist der Coiffeur?	4224.wav	where is there a      grocer  
4225	Frag: Wo ist der Coiffeur?	4225.wav	where is  ***     there   
4226	Frag: Wo ist das Science Museum?	4226.wav	where where is there a   shampoo there a      room 
4227	Frag: Wo ist das Science Museum?	4227.wav	where is  ***   to notting hill 
4228	Frag: Wo ist das Science Museum?	4228.wav	and where is the phantom there
4229	Frag: Wo ist der Tower?	4229.wav	where is the tower
4230	Frag: Wo ist der Tower?	4230.wav	where is the tower
4231	Frag: Wo ist der Tower?	4231.wav	***  ***   my name is there a room for four hotel
4232	Frag: Welcher Bus fährt dorthin?	4232.wav	which bus goes there
4233	Sag: Marble Arch ist gegenüber dem Hyde Park	4233.wav	where are there a   hairdryer post my pass for the i   have a   double room for where are there a   like a    post by post hyde park
4234	Sag: Marble Arch ist gegenüber dem Hyde Park	4234.wav	***  four is near uh water by credit card card
4236	Sag: Ich habe keine Reservation	4236.wav	i   ***   have a reservation
4237	Sag: Ich habe keine Reservation	4237.wav	i haven't a reservation
4238	Sag: Ich habe keine Reservation	4238.wav	i don't have a reservation is bern
4239	Sag: Ich habe keine Reservation	4239.wav	i don't where is bern   
4240	Sag: Ich habe keine Reservation	4240.wav	i have a   thursday and    
4241	Sag: Ich habe keine Reservation	4241.wav	i have not a reservation
4244	Sag: Ich habe keine Reservation	4244.wav	i don't have a reservation
4247	Sag: Ich habe keine Reservation	4247.wav	the i don't have a reservation i pay by is my name is    
4250	Frag: Zimmer für 3 Nächte	4250.wav	 i have a   room for three nights is it a   hotel have four a   i have a room for three nights
4251	Frag: Suite	4251.wav	***  ***   ***  ***   *** 
4252	Frag: Suite	4252.wav	***   twin
4254	Sag: Ich möchte mit Visa bezahlen	4254.wav	i go pay with green park
4255	Frag: Gibt es ein Fitnessstudio?	4255.wav	 ***   there a    ***    sweatshirt
4256	Frag: Wo ist das Fitnessstudio?	4256.wav	where is  ***    ***    museum
4257	Frag: Wo ist das Fitnessstudio?	4257.wav	where is there nigger there
4258	Frag: Wo ist das Fitnessstudio?	4258.wav	where is  ***    ***     near 
4259	Frag: 4 Musical-Tickets	4259.wav	can i have four musical tickets
4260	Frag: 4 Musical-Tickets	4260.wav	i would like  ***  ***   ***    ***      bar  
4261	Frag: 4 Musical-Tickets	4261.wav	a red for four    ***    tickets
4262	Frag: ein Ticket für Mittwochabend	4262.wav	***  ***  there a ticket for wednesday night
4264	Sag: Ich habe keine Reservation	4264.wav	i don't have a reservation
4265	Sag: Mir geht es gut	4265.wav	 i am fine
4266	Frag: Stiefel	4266.wav	***    a hotel have two 
4267	Frag: Stiefel	4267.wav	i would like some boots
4268	Frag: weisse Stiefel	4268.wav	i would like white post
4269	Frag: Grösse 39	4269.wav	thursday night   
4270	Frag: ein T-Shirt	4270.wav	i would like a t-shirt
4271	Frag: ein T-Shirt	4271.wav	i would like a t-shirt
4272	Frag: ein T-Shirt	4272.wav	i would like a tee shirt 
4273	Sag: Mir geht es gut	4273.wav	i'm fine
4274	Frag: Sandalen	4274.wav	i would like sandals
4276	Frag: rote Sandalen	4276.wav	i would like red sandals
4277	Frag: rote Sandalen	4277.wav	red sandals
4278	Frag: Grösse 42	4278.wav	forty two   
4279	Frag: Hosen	4279.wav	i would like trousers
4280	Frag: Hosen	4280.wav	i am looking for trousers
4281	Frag: pinkige Hosen	4281.wav	i would like pay with a   sweatshirt
4283	Frag: Wie viel kostet die Hose?	4283.wav	how much does the trousers cost
4284	Sag: Die Hose ist zu teuer	4284.wav	this trousers are is too tight
4286	Frag: Wo ist das Naturhistorische Museum?	4286.wav	i am looking for the piccadilly a       to leave history museum
4287	Frag: Wo ist das Naturhistorische Museum?	4287.wav	i am looking for the natural italy is there is there
4288	Frag: Wo ist Big Ben?	4288.wav	where are the big ben
4289	Frag: Wo ist Big Ben?	4289.wav	where is nick spain
4290	Frag: Welcher Bus fährt dorthin?	4290.wav	which bus goes there
4291	Sag: Marble Arch ist gegenüber dem Hyde Park	4291.wav	 i want a      a room is with going to hyde park
4292	Frag: ein Ticket nach Notting Hill	4292.wav	 i would like to nothing hill
4293	Frag: ein Ticket nach Notting Hill	4293.wav	 i would like to notting hill
4294	Frag: ein Ticket nach Notting Hill	4294.wav	i would like a ticket to notting hill
4296	Sag: Ich möchte mit Mastercard bezahlen	4296.wav	can i pay with leave at card   
4297	Sag: Ich möchte mit Mastercard bezahlen	4297.wav	can i pay with mastercard
4299	Frag: 5 Tickets nach London	4299.wav	i would like to leave at five tickets to london
4300	Frag: 5 Tickets nach London	4300.wav	i would like five tickets to london
4302	Sag: Ich möchte am Sonntagnachmittag abreisen	4302.wav	i would like to leave on sunday afternoon
4304	Sag: Ich heisse Sarah	4304.wav	my name is a    room
4305	Sag: Ich bin aus Österreich	4305.wav	i am from tower bridge 
4306	Sag: Ich heisse Silvia	4306.wav	my name is silvia
4307	Sag: Ich bin aus England	4307.wav	i am from england
4308	Frag: ein Ticket zum Piccadilly Circus	4308.wav	tickets to to leave at billy elliot
4309	Frag: ein Ticket zum Piccadilly Circus	4309.wav	i want a ticket to pick is a     ticket card 
4310	Frag: ein Ticket zum Piccadilly Circus	4310.wav	i want a ticket to piccadilly see the dessert card 
4311	Sag: Ich möchte mit Mastercard bezahlen	4311.wav	i want pay with is the mastercard
4312	Sag: Ich möchte mit Mastercard bezahlen	4312.wav	can i pay be mastercard
4313	Frag: 4 Musical-Tickets	4313.wav	four musical ticket
4314	Frag: 4 Musical-Tickets	4314.wav	i will pay four musical tickets
4315	Frag: 4 Musical-Tickets	4315.wav	i would like to buy four musical ticket
4317	Frag: 4 Tickets für Mittwochabend	4317.wav	four tickets for wednesday evening
4318	Frag: 4 Tickets für Mittwochabend	4318.wav	i want four tickets for wednesday night
4319	Frag: 4 Tickets für das Phantom der Oper	4319.wav	i want four tickets for the phantom of the opera
4321	Sag: Ich möchte vorne sitzen	4321.wav	i would like to sit in the front
4322	Frag: Tickets für das London Eye	4322.wav	tickets for the london a
4323	Frag: Tickets für das London Eye	4323.wav	tickets for to london nights
4324	Frag: Tickets für das London Eye	4324.wav	can i also have tickets for the london please
4325	Frag: 2 Tickets	4325.wav	two tickets
4326	Frag: 2 Tickets	4326.wav	can i have two tickets
4327	Frag: eine Limonade	4327.wav	i would like a    room  
4328	Frag: einen Hamburger	4328.wav	i would like a hamburger
4329	Frag: meinen Hamburger rare	4329.wav	i would like my hamburger rare
4330	Frag: meinen Hamburger rare	4330.wav	i would like my hamburger rare
4331	Frag: meinen Hamburger rare	4331.wav	i would like my hamburger rare
4332	Frag: Auberginen	4332.wav	i would like a     evening 
4333	Frag: Auberginen	4333.wav	could i have some aubergines
4334	Frag: Ich möchte die Dessertkarte	4334.wav	i would like the is there card
4335	Frag: Ich möchte die Dessertkarte	4335.wav	i would like a    ticket to 
4336	Frag: Ich möchte die Dessertkarte	4336.wav	 i dessert menu
4337	Frag: Custard Tart	4337.wav	i would like the custard tart
4338	Frag: Ich möchte die Rechnung	4338.wav	i would like to pay
4339	Frag: Ich möchte die Rechnung	4339.wav	i would like the check
4340	Sag: Ich möchte mit Kreditkarte bezahlen	4340.wav	i would like pay with the credit card
4343	Sag: Mir geht es gut	4343.wav	can i   am fine is dirty
4344	Sag: Mir geht es gut	4344.wav	i'm good
4346	Frag: Sandalen	4346.wav	 a i would like sandals   ***   ticket
4347	Frag: Sandalen	4347.wav	i would like a   hamburger medium
