Id	Prompt	Wavfile	RecResult
4348	Frag: blaue Sandalen	4348.wav	i would like a   room for wednesday
4349	Frag: Grösse 41	4349.wav	forty one   
4350	Frag: ein T-Shirt	4350.wav	i want a t-shirt
4351	Frag: ein rotes T-Shirt	4351.wav	i want a red i   there a   
4352	Frag: eine S	4352.wav	 i want a    water
4353	Frag: eine S	4353.wav	 is there
4354	Frag: eine S	4354.wav	 a citron pass master card
4355	Frag: Wie viel kostet das T-Shirt?	4355.wav	 i would much does this t-shirt a   ticket to london
4357	Frag: Stiefel	4357.wav	i would like some boots
4358	Frag: Stiefel	4358.wav	i   ***    am a    room
4359	Frag: Stiefel	4359.wav	i   ***  ***   pay where is i    i would like some boots
4360	Frag: weisse Stiefel	4360.wav	i would like white boots card
4361	Frag: Grösse 43	4361.wav	 my name is the 
4362	Frag: Grösse 43	4362.wav	mastercard please three
4363	Sag: Ich habe keine Reservation	4363.wav	no i do not have a reservation
4364	Frag: Zimmer für 2 Nächte	4364.wav	***   ***  a room for two nights
4365	Frag: Einzelzimmer	4365.wav	can i have a single room
4366	Sag: Ich möchte mit Mastercard bezahlen	4366.wav	can i pay with mastercard
4368	Frag: Gibt es ein Fitnessstudio?	4368.wav	is there a gym
4369	Frag: Wo ist das Fitnessstudio?	4369.wav	where is the gym
4370	Sag: Ich habe keine Reservation	4370.wav	no i do not have a reservation
4371	Frag: Zimmer für 4 Nächte	4371.wav	i want a room for four nights
4372	Frag: Einzelzimmer	4372.wav	can i will have a single room please
4373	Sag: Ich möchte mit Kreditkarte bezahlen	4373.wav	i want pay with credit card
4374	Frag: Gibt es ein Hotelrestaurant?	4374.wav	***  there a hotel restaurant
4375	Frag: Wo ist das Hotelrestaurant?	4375.wav	where is the hotel restaurant
4377	Frag: Zimmer für 6 Nächte	4377.wav	***  i have a room for six nights
4380	Frag: Gibt es ein Hotelrestaurant?	4380.wav	is there  ***  hotel restaurant
4381	Frag: Wo ist das Hotelrestaurant?	4381.wav	where is the hotel restaurant
4382	Frag: Zimmer für 5 Nächte	4382.wav	***  i have a room for five nights
4383	Frag: Doppelzimmer	4383.wav	can i have a double room
4384	Sag: Ich möchte mit Kreditkarte bezahlen	4384.wav	i want pay with credit card
4385	Frag: Gibt es einen Lebensmittelladen?	4385.wav	is there a    ***    grocer store
4386	Frag: Wo ist der Lebensmittelladen?	4386.wav	where is the grocery store
4387	Sag: Ich habe keine Reservation	4387.wav	i have not a reservation
4389	Sag: Ich habe keine Reservation	4389.wav	i want a reservation
4390	Sag: Ich habe keine Reservation	4390.wav	i do not  ***  reservation
4392	Sag: Ich habe keine Reservation	4392.wav	i have not a reservation
4396	Sag: Ich heisse Thomas	4396.wav	my name is john 
4397	Sag: Ich bin aus Irland	4397.wav	***  i'm from ireland
4398	Frag: ein Ticket nach London	4398.wav	i want one ticket to london
4399	Sag: Ich möchte um 18 Uhr morgen abreisen	4399.wav	i want to leave at six p._m.  tomorrow
4400	Sag: Ich heisse Thomas	4400.wav	my name is thomas
4401	Sag: Ich bin aus Spanien	4401.wav	***  i'm from spain
4402	Sag: Ich heisse Patrick	4402.wav	my name is patrick
4403	Sag: Ich bin aus der Schweiz	4403.wav	***  i'm from switzerland switzerland
4404	Sag: Die Hauptstadt von der Schweiz ist Bern	4404.wav	the capital city of the swiss is rome
4405	Sag: Die Hauptstadt von der Schweiz ist Bern	4405.wav	the capital of switzerland is rome
4406	Sag: Ich habe 3 ältere Brüder	4406.wav	***   ***  three older brothers
4408	Sag: Ich gehe in die Ferien	4408.wav	i going on holidays
4409	Sag: Dies ist mein Pass	4409.wav	 ***  ***  my passport
4410	Sag: Dies ist mein Pass	4410.wav	yes  ***  is my passport
4411	Frag: ein Ticket nach Notting Hill	4411.wav	can i have a ticket to leave at the bill
4412	Sag: Ich möchte mit Visa bezahlen	4412.wav	pay with visa
4413	Sag: Ich möchte mit Visa bezahlen	4413.wav	can i pay with visa
4415	Frag: 1 Musical-Ticket	4415.wav	can i have one musical tickets
4417	Sag: Ich möchte am Dienstagabend gehen	4417.wav	i want to go on tuesday evening
4418	Frag: ein Ticket für Mamma Mia	4418.wav	a ticket for mamma mia
4419	Frag: ein Ticket für Mamma Mia	4419.wav	that want  ***  tickets for mamma mia
4420	Sag: Ich möchte in der fünften Reihe sitzen	4420.wav	i would like to sit in the fifth row
4421	Sag: Ich möchte in der fünften Reihe sitzen	4421.wav	i want to sit in the fifth row
4422	Frag: Tickets für die National Gallery	4422.wav	i would like tickets for the national gallery
4423	Frag: 2 Tickets	4423.wav	can i have two tickets please
4424	Frag: Zimmer für 4 Nächte	4424.wav	i want  ***  room for four nights please
4425	Frag: Doppelzimmer	4425.wav	can i have a    ***   room please
4426	Sag: Ich möchte mit Visa bezahlen	4426.wav	i want pay with visa card
4427	Sag: Ich möchte mit Visa bezahlen	4427.wav	i want pay with visa
4428	Sag: Ich möchte mit Visa bezahlen	4428.wav	i want pay with visa
4429	Frag: Gibt es ein Hotelrestaurant?	4429.wav	is there a hotel restaurant
4430	Frag: Wo ist das Hotelrestaurant?	4430.wav	where is the hotel restaurant
4431	Frag: Wo ist das Hotelrestaurant?	4431.wav	where is the hotel restaurant
4432	Frag: Wo ist die National Gallery?	4432.wav	where is the national row  
4433	Frag: Wo ist Piccadilly Circus?	4433.wav	where is the piccadilly circus
4434	Frag: Wo ist Piccadilly Circus?	4434.wav	where is the piccadilly circus
4435	Frag: Wo ist Piccadilly Circus?	4435.wav	where is the museum bill
4436	Sag: Es ist nahe der Bank of England	4436.wav	where is my name is near bank of england
4437	Sag: Es ist nahe der Bank of England	4437.wav	***  ***   ***  the bank of england
4438	Sag: Mir geht es gut	4438.wav	i'm good
4439	Frag: Stiefel	4439.wav	i would like   ***  boots
4440	Frag: weisse Stiefel	4440.wav	i would like white boots please
4441	Frag: weisse Stiefel	4441.wav	i would like white boots
4442	Frag: Grösse 42	4442.wav	four tickets for the room  
4443	Frag: ein T-Shirt	4443.wav	i would like a t-shirt
4444	Frag: ein T-Shirt	4444.wav	i would like a t-shirt
4445	Frag: ein gelbes T-Shirt	4445.wav	i would like a yellow tee shirt 
4446	Frag: eine S	4446.wav	small
4447	Frag: Wie viel kostet das T-Shirt?	4447.wav	how much is this  ***  t-shirt
4449	Sag: Dies ist zu teuer	4449.wav	this is too through
4450	Sag: Dies ist zu teuer	4450.wav	it's too expensive
4451	Sag: Mir geht es gut	4451.wav	i'm boots
4452	Frag: Sandalen	4452.wav	i am looking for tomorrow
4453	Frag: blaue Sandalen	4453.wav	i would like boots row  
4454	Frag: blaue Sandalen	4454.wav	 ***   boots please
4455	Frag: Grösse 43	4455.wav	which room for the zoo 
4456	Frag: Grösse 43	4456.wav	a for the zoo    
4457	Frag: ein Hemd	4457.wav	i want a store
4458	Frag: ein Hemd	4458.wav	i want a shirt
4459	Frag: ein pinkiges Hemd	4459.wav	i would like a pink shirt
4460	Frag: eine L	4460.wav	the
4461	Sag: Dies ist zu eng	4461.wav	this  ***  ***  musical
4462	Sag: Dies ist zu eng	4462.wav	this  ***  ***  musical
4463	Sag du möchtest nicht: dieses Hemd	4463.wav	i do not want this shirt
4464	Sag, dass du es nicht möchtest	4464.wav	no i do not want the
4465	Sag: Ich habe keine Reservation	4465.wav	i have  ***  no reservation
4468	Frag: ein Ticket zum Piccadilly Circus	4468.wav	i want a ticket to      ***      italy
4470	Frag: 4 Tickets nach London	4470.wav	***    a four tickets  ***   room 
4471	Frag: 4 Tickets nach London	4471.wav	 a room for the
4472	Frag: 4 Tickets nach London	4472.wav	i will buy four tickets  ***   room 
4473	Sag: Ich möchte am Dienstagabend abreisen	4473.wav	i want a   room for tuesday evening
4474	Sag: Ich heisse Nick	4474.wav	my name is nick
4475	Sag: Ich bin aus Österreich	4475.wav	***  i'm from austria
4476	Frag: 2 Tickets nach London	4476.wav	i would like  ***     to the room 
4477	Sag: Ich möchte am Sonntag abreisen	4477.wav	i want to leave room for london
4478	Sag: Ich heisse Patrick	4478.wav	my name is card 
4479	Frag: 3 Tickets nach London	4479.wav	can i have three tickets to london
4480	Sag: Ich möchte am Samstagabend abreisen	4480.wav	i want to leave at  ***  saturday evening
4481	Sag: Ich heisse Barbara	4481.wav	my name is barbara
4482	Sag: Ich bin aus Spanien	4482.wav	***  ankara a     room 
4483	Sag: Ich bin aus Spanien	4483.wav	i am from france
4484	Sag: Ich heisse James	4484.wav	my name is rome
4485	Sag: Ich bin aus Italien	4485.wav	i am from italia
4486	Sag: Die Hauptstadt von Italien ist Rom	4486.wav	the capital of the room for tomorrow
4487	Sag: Ich habe 4 Schwestern	4487.wav	i have four museum 
4488	Sag: Ich habe 4 Schwestern	4488.wav	i have   ***    card 
4489	Sag: Ich gehe in die Ferien	4489.wav	i go on  ***  holiday
4490	Sag: Dies ist mein Pass	4490.wav	***  where is my passport
4491	Sag: Ich heisse Silvia	4491.wav	my name is silvia
4492	Sag: Ich bin aus Spanien	4492.wav	***  i'm from france
4493	Sag: Die Hauptstadt von Spanien ist Madrid	4493.wav	the capital of    ***     a market
4494	Sag: Ich habe 4 ältere Schwestern	4494.wav	***  have   ***  smaller barbara
4496	Sag: Dies ist mein Pass	4496.wav	***  where is my passport
4497	Sag: Ich heisse Erica	4497.wav	my name is erica
4498	Sag: Ich bin aus Australien	4498.wav	***  i'm from australia
4499	Sag: Ich heisse Mona	4499.wav	my name is mona
4500	Sag: Ich bin aus Amerika	4500.wav	***  i'm from america
4501	Sag: Ich heisse Michelle	4501.wav	my name is michelle
4502	Sag: Ich bin aus England	4502.wav	***  i'm from england
4503	Sag: Ich heisse Jack	4503.wav	my name is jack
4504	Sag: Ich bin aus Schottland	4504.wav	***  i'm from scotland
4505	Sag: Ich heisse Jack	4505.wav	my name is jack
4506	Sag: Ich bin aus Österreich	4506.wav	***  i'm from austria
4507	Sag: Österreich ist nicht in Afrika	4507.wav	austria isn't in africa
4508	Sag: Österreich ist in Europa	4508.wav	austria is in europe
4509	Sag: Das ist okay	4509.wav	 ***  that's okay
4510	Sag: Das ist okay	4510.wav	 ***  that's okay
4511	Sag: Das ist okay	4511.wav	that is okay
4512	Sag: Die Hauptstadt von Österreich ist Wien	4512.wav	the capital of austria is wien
4513	Sag: Ich habe eine ältere Schwester	4513.wav	i have three older sister
4514	Sag: Ich habe eine ältere Schwester	4514.wav	i have three want a      lift 
4515	Sag: Ich habe eine ältere Schwester	4515.wav	i have three older sisters
4517	Sag: Dies ist mein Pass	4517.wav	this is my passport
4518	Sag: Dies ist mein Pass	4518.wav	yes this is my pass card  
4519	Frag: ein Ticket zum Green Park	4519.wav	can i have a ticket to  ***  green card
4520	Sag: Ich möchte mit Kreditkarte bezahlen	4520.wav	i like to buy with credit card
4521	Sag: Ich möchte mit Pfund bezahlen	4521.wav	i like  ***  buy with pounds
4522	Sag: Ich habe nur grosse Noten	4522.wav	i have only great nights
4523	Sag: Ich habe nur grosse Noten	4523.wav	i only have large notes
4524	Frag: Wo ist der Geldautomat?	4524.wav	***  where is  ***  dirty
4525	Frag: Wo ist der Geldautomat?	4525.wav	where is there a tea am
4526	Frag: ein Ticket zum Trafalgar Square	4526.wav	can i have a ticket to the trou bread
4527	Sag: Ich möchte mit Postkarte bezahlen	4527.wav	***   can i   am by post card
4528	Sag: Ich möchte mit Schweizer Franken bezahlen	4528.wav	***   can i   i buy three nights
4529	Sag: Ich möchte mit Schweizer Franken bezahlen	4529.wav	i like i   with swiss francs
4530	Sag: Ich möchte mit Schweizer Franken bezahlen	4530.wav	can i pay with swiss francs
4531	Sag: Ich habe kleinere Note	4531.wav	i have smaller notes
4532	Frag: ein Ticket nach Notting Hill	4532.wav	***  i have a ticket to notting hill
4533	Sag: Ich möchte mit Visa bezahlen	4533.wav	can i pay with visa visa
4534	Sag: Ich möchte mit Euros bezahlen	4534.wav	can i   am a    room
4535	Sag: Ich habe nur grosse Noten	4535.wav	i have only big note
4536	Sag: Ich habe nur grosse Noten	4536.wav	i only have a   small
4538	Sag: Kann ich mit Kreditkarte bezahlen	4538.wav	can i have with credit card
4539	Sag: Kann ich mit Kreditkarte bezahlen	4539.wav	can i don't have a   with credit card
4540	Sag: Kann ich mit Kreditkarte bezahlen	4540.wav	i'd like to have a   room with credit card
4541	Frag: 3 Musical-Tickets	4541.wav	can i have three musical tickets
4542	Frag: ein Ticket für Donnerstagabend	4542.wav	i'd like to go at tuesday evening
4544	Frag: 3 Tickets für Wicked	4544.wav	can i have three tickets for wicked
4545	Sag: Ich möchte in der vierten Reihe sitzen	4545.wav	i would like to sit in the fourth row
4546	Frag: Tickets für das Naturhistorische Museum	4546.wav	can i have tickets for the natural museum
4547	Frag: 2 Tickets	4547.wav	can i have two tickets
4548	Frag: 1 Musical-Ticket	4548.wav	can i have one musical tickets
4549	Frag: ein Ticket für Freitagabend	4549.wav	i like to go at friday night
4550	Frag: ein Ticket für Freitagabend	4550.wav	can i   have a   ticket for friday night i   can i have a ticket for friday night
4552	Frag: ein Ticket für Billy Elliot	4552.wav	can i have a ticket for billy elliot
4553	Sag: Ich möchte vorne sitzen	4553.wav	i like  ***   a for the first row
4554	Sag: Ich möchte vorne sitzen	4554.wav	i like to sit in the first row
4556	Frag: Tickets für die National Gallery	4556.wav	can i have tickets for the national gallery
4557	Frag: 4 Tickets	4557.wav	can i have four tickets
4558	Frag: 4 Musical-Tickets	4558.wav	can i have four musical tickets
4559	Sag: Ich möchte am Dienstagabend gehen	4559.wav	i like to go at tuesday night
4560	Frag: 4 Tickets für Wicked	4560.wav	can i have four tickets for wicked
4562	Frag: Tickets für die National Gallery	4562.wav	can i have tickets for the national gallery
4563	Frag: 3 Tickets	4563.wav	can i have three tickets
4564	Frag: einen Tee	4564.wav	can i have a gym
4565	Frag: einen Tee	4565.wav	i would like a tea
4566	Frag: einen Hamburger	4566.wav	i would like a hamburger
4567	Frag: meinen Hamburger medium	4567.wav	i would like my hamburger medium
4568	Frag: etwas Knoblauchbrot	4568.wav	i would like some garlic bread
4569	Frag: Ich möchte die Dessertkarte	4569.wav	can i have a   dessert card
4570	Frag: Ich möchte die Dessertkarte	4570.wav	i would like to the dessert card
4571	Frag: Ich möchte die Dessertkarte	4571.wav	the dessert menu please
4572	Frag: ein Wasser ohne Kohlensäure	4572.wav	can i have a still water
4573	Frag: den Sonntagsbraten	4573.wav	i would like the sunday row 
4574	Frag: den Sonntagsbraten	4574.wav	can i have the sunday room
4575	Frag: meinen Sonntagsbraten medium	4575.wav	i like my sunday roast medium
4576	Frag: Pilze	4576.wav	can i have some mushroom
4577	Sag: Dies ist nicht was ich bestellt habe	4577.wav	this is not what i have a    water 
4578	Frag: Ich möchte die Dessertkarte	4578.wav	can i have the dessert menu
4579	Frag: Ich möchte die Dessertkarte	4579.wav	can i have the dessert menu    *** 
4580	Frag: Custard Tart	4580.wav	i would like the card dessert card
4581	Frag: Ich möchte die Rechnung	4581.wav	can i have the bill
4582	Sag: Ich möchte mit Kreditkarte bezahlen	4582.wav	i like to pay by credit card
4583	Frag: eine Fanta	4583.wav	can i have a fanta
4584	Frag: ein Steak	4584.wav	can i have a steak
4585	Frag: mein Steak medium	4585.wav	i like my steak medium
4586	Frag: Bohnen	4586.wav	i would like boots
4587	Frag: Bohnen	4587.wav	i would like some boots
4588	Frag: Ich möchte die Dessertkarte	4588.wav	can i have the dessert menu
4589	Frag: Ich möchte die Dessertkarte	4589.wav	can i have the dessert my room
4590	Frag: Ich möchte die Dessertkarte	4590.wav	the dessert menu please
4591	Frag: eine Cola	4591.wav	can i have a tomorrow night
4592	Frag: ein Steak	4592.wav	can i have the steak
4593	Frag: ein Steak	4593.wav	can i have a    room
4594	Frag: ein Steak	4594.wav	i would like the   *** 
4595	Frag: mein Steak durchgebraten	4595.wav	i would like my steak well done
4596	Frag: mein Steak durchgebraten	4596.wav	i would like my steak well done
4597	Frag: die Tagessuppe	4597.wav	can i have the bank of the day
4598	Sag: Dies ist nicht was ich bestellt habe	4598.wav	 the not what i   water 
4599	Sag: Dies ist nicht was ich bestellt habe	4599.wav	that is not what i    bar  
4600	Sag: Dies ist nicht was ich bestellt habe	4600.wav	this is not what i    bar  
4601	Frag: Ich möchte die Dessertkarte	4601.wav	can i   have the dessert menu please can i have the dessert menu please
4602	Frag: Ich möchte die Dessertkarte	4602.wav	can i have the dessert menu
4603	Frag: Custard Tart	4603.wav	i would like to have the card
4604	Frag: Ich möchte die Rechnung	4604.wav	can i have the bill
4605	Sag: Ich möchte mit Kreditkarte bezahlen	4605.wav	i like to pay with credit card
4606	Frag: eine Limonade	4606.wav	can i have the seven nights 
4607	Frag: ein Steak	4607.wav	can i have the bill
4608	Frag: mein Steak rare	4608.wav	i like my steak rare
4609	Frag: etwas Knoblauchbrot	4609.wav	can i have a    a hairdresser
4610	Frag: etwas Knoblauchbrot	4610.wav	can i have a  ***  hairs dresser
4611	Frag: etwas Knoblauchbrot	4611.wav	can i have a room for four nights
4612	Sag: Dies ist nicht was ich bestellt habe	4612.wav	this is not what white i    card 
4613	Frag: Ich möchte die Dessertkarte	4613.wav	can i have the dessert menu
4614	Frag: Ich möchte die Dessertkarte	4614.wav	can i have the dessert menu pool 
4615	Frag: Ich möchte die Dessertkarte	4615.wav	can i have the    ***    swimming pool 
4617	Frag: Zitronenkuchen	4617.wav	i would like a citron cake
4618	Frag: Zitronenkuchen	4618.wav	i would like the tenth a water
4619	Frag: Ich möchte die Rechnung	4619.wav	can i have the bill
4620	Sag: Ich möchte mit Kreditkarte bezahlen	4620.wav	i like to pay with credit card
4621	Sag: Ich möchte mit Kreditkarte bezahlen	4621.wav	i would like to pay with credit card
4622	Frag: Wo ist die National Gallery?	4622.wav	where is the national gallery
4623	Frag: Wo ist Piccadilly Circus?	4623.wav	where is the piccadilly circus
4624	Frag: Wo ist Piccadilly Circus?	4624.wav	could you give room for two to piccadilly circus
4625	Frag: Welcher Bus fährt dorthin?	4625.wav	which bus can i   am 
4627	Frag: Wo ist das Science Museum?	4627.wav	where is the science museum
4628	Frag: Wo ist das London Eye?	4628.wav	where is the london  ***
4629	Frag: Welcher Bus fährt dorthin?	4629.wav	which bus can  ***  nights
4630	Sag: Der Tower ist nahe der Tower Bridge	4630.wav	the tower is near  ***  tower bridge
4631	Sag: Ich weiss es nicht	4631.wav	i don't not
4632	Sag: Ich muss gehen	4632.wav	***   i'd like to go
4634	Frag: Wo ist das Science Museum?	4634.wav	where is the science museum
4635	Sag: Marble Arch ist gegenüber dem Hyde Park	4635.wav	the    ***    ***  ***    ***   dessert card card
4636	Sag: Marble Arch ist gegenüber dem Hyde Park	4636.wav	can marble arch room
4637	Sag: Marble Arch ist gegenüber dem Hyde Park	4637.wav	hamburger arch can i   want to hyde park
4638	Frag: Wo ist das British Museum?	4638.wav	where is the british museum
4639	Frag: Wo ist das British Museum?	4639.wav	where is the boots museum
4640	Frag: Wo ist Big Ben?	4640.wav	where is the  ***  bill
4641	Frag: Welcher Bus fährt dorthin?	4641.wav	which bus can i   pay
4642	Sag: Saint Pauls Cathedral ist nahe der Bank of England	4642.wav	the saint pauls cathedral is near to  ***  bank of england
4643	Frag: Wo ist das Science Museum?	4643.wav	where is the science museum
4644	Frag: Wo ist der Tower?	4644.wav	where is  ***   card
4645	Frag: Wo ist der Tower?	4645.wav	where is the tower
4646	Frag: Wo ist der Tower?	4646.wav	where is  ***   paul
4647	Sag: Saint Pauls Cathedral ist nahe der Bank of England	4647.wav	the i'm card of austria is near to  ***  bank of england
4649	Frag: Sandalen	4649.wav	i would like some 
4651	Frag: rote Sandalen	4651.wav	i would like white sandals
4652	Frag: Grösse 39	4652.wav	 i want to london  
4653	Frag: Jeans	4653.wav	can i have two 
4654	Frag: pinkige Jeans	4654.wav	i would like some jeans
4656	Frag: Wie viel kostet die Jeans?	4656.wav	how much are  ***   too 
4657	Frag: Wie viel kostet die Jeans?	4657.wav	how much does the gym have
4658	Sag: Dies ist zu teuer	4658.wav	this is too expensive
4659	Sag: Mir geht es gut	4659.wav	i'm fine
4660	Frag: Stiefel	4660.wav	i would like boots
4661	Frag: blaue Stiefel	4661.wav	i would like blue boots
4662	Frag: Grösse 37	4662.wav	thirty seven   
4663	Frag: ein Hemd	4663.wav	can i have a shirt
4664	Frag: ein gelbes Hemd	4664.wav	i would like a yellow shirt
4667	Frag: eine L	4667.wav	i am a   bar 
4668	Frag: Wie viel kostet es?	4668.wav	how much does the card
4669	Sag: Das Hemd ist zu teuer	4669.wav	 a shirt is too expensive
4670	Frag: Zimmer für 5 Nächte	4670.wav	can i have a room for five nights
4671	Frag: Suite	4671.wav	***  i am a suite
4672	Sag: Ich möchte mit Kreditkarte bezahlen	4672.wav	can i  ***  will credit card
4673	Frag: Gibt es einen Coiffeur?	4673.wav	is there a hairdresser
4674	Frag: Wo ist der Coiffeur?	4674.wav	 my name is the hairdresser
4675	Frag: Wo ist der Coiffeur?	4675.wav	where is the hairdresser
4676	Frag: Wo ist der Coiffeur?	4676.wav	can  ***   ***   i would like to the hairdresser
4677	Frag: Zimmer für 1 Woche	4677.wav	can i haven't a room for one room
4678	Frag: Doppelzimmer	4678.wav	can i have  ***     i have a room
4679	Frag: Doppelzimmer	4679.wav	can i have a double room
4680	Frag: Doppelzimmer	4680.wav	can i have a double room
4681	Sag: Ich möchte mit Mastercard bezahlen	4681.wav	can i  ***   my mastercard
4682	Frag: Gibt es einen Lift?	4682.wav	is there a room
4683	Frag: Gibt es einen Lift?	4683.wav	is there a     room  
4684	Frag: Gibt es einen Lift?	4684.wav	is there a lift
4685	Frag: ein Ticket nach London	4685.wav	***  i have a ticket to london
4686	Sag: Ich möchte um 22 Uhr morgen abreisen	4686.wav	 i want to leave tomorrow at ten o'clock p    m
4687	Sag: Ich heisse John	4687.wav	my name is john
4688	Sag: Ich bin aus Italien	4688.wav	i am from switzerland
4689	Frag: 4 Tickets nach London	4689.wav	can i have four tickets to london
4690	Sag: Ich möchte am Mittwochabend abreisen	4690.wav	 i like to leave at wednesday night
4691	Sag: Ich möchte am Mittwochabend abreisen	4691.wav	i like to leave at wednesday evening
4692	Sag: Ich möchte am Mittwochabend abreisen	4692.wav	i like to leave at wednesday night
4693	Sag: Ich heisse Janet	4693.wav	***   ***  i'm fine
4694	Sag: Ich bin aus Italien	4694.wav	i'm from england
4695	Sag: Ich bin aus Italien	4695.wav	***  i'm from tu 
4696	Frag: 3 Tickets nach London	4696.wav	can i have three tickets to london
4697	Sag: Ich möchte am Sonntag abreisen	4697.wav	i like to leave at sunday
4698	Sag: Ich heisse Paolo	4698.wav	my name is paolo
4699	Sag: Ich bin aus der Schweiz	4699.wav	i am from switzerland
4700	Sag: Ich heisse Sarah	4700.wav	my name is sarah
4701	Sag: Ich bin aus Portugal	4701.wav	i have a hotel bar  
3729	Sag: Ich möchte mit Kreditkarte bezahlen	3729.wav	 i don't note
4185	Sag: Ich habe keine Reservation	4185.wav	 i don't know 
4243	Sag: Ich habe keine Reservation	4243.wav	***  row euros hotel bar 
4245	Sag: Ich habe keine Reservation	4245.wav	you are a   room 
4246	Sag: Ich habe keine Reservation	4246.wav	the apple pie  
4248	Sag: Ich habe keine Reservation	4248.wav	where is there a      like to london
4249	Sag: Ich habe keine Reservation	4249.wav	     ***      ***  ***   ***  cirque are there a 
4388	Sag: Ich habe keine Reservation	4388.wav	***   can buy for the silver level
4394	Sag: Ich habe keine Reservation	4394.wav	the can i    want a   soap of the silver level
4395	Sag: Ich habe keine Reservation	4395.wav	 do can i    got help at the silver level
4466	Sag: Ich habe keine Reservation	4466.wav	 i don't have a   room for the silver level
4551	Frag: ein Ticket für Freitagabend	4551.wav	***     ***       could you
